Date,Time,Depth,Location,Site,Method,Replicate,Type,Observer,Species,Size,Count
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,SKC,Chaetodon rafflesi,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,SKC,Scolopsis bilineata,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,SKC,Scarus altipinnis,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,SKC,Halichoeres marginatus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,SKC,Hemigymnus melapterus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,SKC,Hemigymnus melapterus,15--20,2
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,SKC,Lutjanus vitta,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point,1,10 min,SKC,Scarus dimidiatus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,1,20 m,HFY,Stethojulis trilineata,10--15,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,1,20 m,HFY,Lutjanus carponotatus,20--25,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,1,20 m,HFY,Chaetodon aureofasciatus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,1,20 m,HFY,Scarus rivulatus,10--15,18
13/02/2023,,,Fantom Island,Snapper Point,Transect,1,20 m,HFY,Scarus niger,10--15,4
13/02/2023,,,Fantom Island,Snapper Point,Transect,1,20 m,HFY,Scarus sp.,10--15,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,1,20 m,HFY,Hemigymnus melapterus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,1,20 m,HFY,Thalassoma hardwicke,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,1,20 m,HFY,Scarus rivulatus,20--25,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,1,20 m,HFY,Halichoeres melanurus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,1,20 m,HFY,Epibulus insidiator,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,1,20 m,HFY,Kyphosis cinerascens,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,1,20 m,HFY,Scarus rivulatus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,1,30 m,HFY,Scarus rivulatus,10--15,5
13/02/2023,,,Fantom Island,Snapper Point,Transect,1,30 m,HFY,Scarus niger,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,1,30 m,HFY,Thalassoma hardwicke,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,1,30 m,HFY,Scarus rivulatus,20--25,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,1,30 m,HFY,Halichoeres melanurus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,1,30 m,HFY,Scarus rivulatus,15--20,3
13/02/2023,,,Fantom Island,Snapper Point,Transect,1,30 m,HFY,Scolopsis lineata,15--20,29
13/02/2023,,,Fantom Island,Snapper Point,Transect,1,30 m,HFY,Cetoscarus bicolor,30--35,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,1,30 m,HFY,Chaetodon aureofasciatus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,1,30 m,HFY,Chaetodon melannotus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,HFY,Scarus rivulatus,30--35,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,HFY,Cephalopholis cyanostigma,30--35,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,HFY,Lethrinus harak,25--30,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,HFY,Scarus niger,15--20,4
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,HFY,Thalassoma hardwicke,10--15,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,HFY,Thalassoma lunare,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,HFY,Scarus rivulatus,10--15,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,HFY,Chaetodon melannotus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,HFY,Halichoeres melanurus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,HFY,Chaetodon aureofasciatus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,HFY,Chaetodon lineolatus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,HFY,Scolopsis lineata,15--20,16
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,HFY,Chaetodon rafflesi,15--20,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,HFY,Hemigymnus melapterus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,HFY,Cheilinus chlorurus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,HFY,Labroides dimidiatus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,HFY,Scarus niger,15--20,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,HFY,Thalassoma hardwicke,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,HFY,Chaetodon aureofasciatus,10--15,12
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,HFY,Chlorurus spilurus,10--15,4
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,HFY,Chaetodon plebius,10--15,3
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,HFY,Choerodon anchorago,25--30,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,HFY,Chaetodon aureofasciatus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,HFY,Thalassoma lunare,10--15,4
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,HFY,Chlorurus spilurus,40--45,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,HFY,Lutjanus carponotatus,30--35,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,HFY,Halichoeres melanurus,10--15,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,HFY,Chaetodon aureofasciatus,15--20,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,HFY,Hemigymnus melapterus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,HFY,Chaetodon melannotus,10--15,2
13/02/2023,,,Fantom Island,Snapper Point,Point,1,Instant,HFY,Scarus rivulatus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,1,Instant,HFY,Chlorurus spilurus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,1,Instant,HFY,Chaetodon aureofasciatus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,1,Instant,HFY,Scolopsis lineata,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Point,1,Instant,HFY,Halichoeres marginatus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,1,10 min,HFY,Scarus rivulatus,10--15,4
13/02/2023,,,Fantom Island,Snapper Point,Point,1,10 min,HFY,Chlorurus spilurus,10--15,3
13/02/2023,,,Fantom Island,Snapper Point,Point,1,10 min,HFY,Chaetodon aureofasciatus,10--15,3
13/02/2023,,,Fantom Island,Snapper Point,Point,1,10 min,HFY,Scolopsis lineata,15--20,2
13/02/2023,,,Fantom Island,Snapper Point,Point,1,10 min,HFY,Halichoeres marginatus,10--15,2
13/02/2023,,,Fantom Island,Snapper Point,Point,1,10 min,HFY,Cheilinus chlorurus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,1,10 min,HFY,Scarus rivulatus,20--25,2
13/02/2023,,,Fantom Island,Snapper Point,Point,1,10 min,HFY,Thalassoma lunare,10--15,2
13/02/2023,,,Fantom Island,Snapper Point,Point,1,10 min,HFY,Scarus niger,15--20,3
13/02/2023,,,Fantom Island,Snapper Point,Point,1,10 min,HFY,Thalassoma lunare,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Point,1,10 min,HFY,Chlorurus spilurus,20--25,1
13/02/2023,,,Fantom Island,Snapper Point,Point,1,10 min,HFY,Chaetodon vagabundus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,1,10 min,HFY,Oxycheilinus diagramma,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,1,10 min,HFY,Scarus niger,10--15,2
13/02/2023,,,Fantom Island,Snapper Point,Point,1,10 min,HFY,Chaetodon baronessa,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,1,10 min,HFY,Chaetodon aureofasciatus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Point,1,10 min,HFY,Hemigymnus melapterus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Point,1,10 min,HFY,Kyphosis cinerascens,20--25,1
13/02/2023,,,Fantom Island,Snapper Point,Point,1,10 min,HFY,Thalassoma hardwicke,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,2,Instant,HFY,Chaetodon aureofasciatus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,2,Instant,HFY,Chaetodon plebius,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,2,Instant,HFY,Chaetodon vagabundus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,2,Instant,HFY,Anampses geographicus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,2,Instant,HFY,Scarus rivulatus,25--30,1
13/02/2023,,,Fantom Island,Snapper Point,Point,2,Instant,HFY,Scolopsis lineata,20--25,2
13/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,HFY,Chaetodon aureofasciatus,10--15,5
13/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,HFY,Scarus rivulatus,25--30,1
13/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,HFY,Scolopsis lineata,20--25,1
13/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,HFY,Halichoeres marginatus,10--15,2
13/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,HFY,Chlorurus spilurus,35--40,1
13/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,HFY,Scarus rivulatus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,HFY,Chaetodon aureofasciatus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,HFY,Cetoscarus bicolor,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,HFY,Scolopsis bilineata,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,HFY,Chaetodon baronessa,10--15 ,1
13/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,HFY,Scarus rivulatus,10--15 ,1
13/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,HFY,Thalassoma lunare,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,HFY,Hipposcarus sp.,10--15 ,1
13/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,HFY,Thalassoma hardwicke,10--15 ,1
13/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,HFY,Chaetodon trifascialis,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,HFY,Lutjanus vitta,20--25,3
13/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,HFY,Chaetodon rafflesi,10--15 ,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,HFY,Labroides dimidiatus,10--15 ,3
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,HFY,Thalassoma lunare,10--15,6
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,HFY,Chaetodon aureofasciatus,10--15,11
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,HFY,Chaetodon aureofasciatus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,HFY,Halichoeres melanurus,10--15,4
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,HFY,Hemigymnus melapterus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,HFY,Hemigymnus melapterus,25--30,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,HFY,Cheilinus fasciatus,20--25,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,HFY,Naso unicornis,65--70,4
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,HFY,Lutjanus vitta,30--35,3
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,HFY,Cephalopholis boenak,30--35,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,HFY,Chlorurus microrhinus,65--70,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,HFY,Chlorurus microrhinus,55--60,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Labroides dimidiatus,10--15,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Thalassoma lunare,10--15,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Chaetodon aureofasciatus,10--15,10
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Chaetodon aureofasciatus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Halichoeres melanurus,10--15,6
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Lutjanus vitta,30--35,6
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Chlorurus spilurus,45--50,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Siganus doliatus,20--25,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Cheilinus chlorurus,20--25,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Anampses geographicus,10--15,3
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Thalassoma lunare,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Scarus niger,15--20,3
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Scolopsis bilineata,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Siganus doliatus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Thalassoma hardwicke,10--15,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Scarus rivulatus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Scarus niger,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Siganus lineatus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Chaetodon melannotus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Epibulus insidiator,20--25,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Lutjanus fulviflamma,20--25,7
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Lutjanus vitta,20--25,9
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Chaetodon aureofasciatus,10--15,12
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Chaetodon trifascialis,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Halichoeres melanurus,10--15,6
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Chaetodon aureofasciatus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Epibulus insidiator,20--25,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Thalassoma lunare,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Labroides dimidiatus,10--15,3
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Platax orbicularis,65--70,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Chaetodon vagabundus,25--30,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Pomacanthus sexstriatus,25--30,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Scarus rivulatus,35--40,16
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Lutjanus fulviflamma,20--25,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Lutjanus vitta,20--25,15
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Chaetodon aureofasciatus,10--15,7
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Chaetodon trifascialis,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Halichoeres melanurus,10--15,3
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Labroides dimidiatus,10--15,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Scarus rivulatus,35--40,3
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Naso unicornis,60--65,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Halichoeres marginatus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Chaetodon melannotus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Thalassoma lunare,15--20,3
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Siganus doliatus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Scarus rivulatus,20--25,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Cephalopholis boenak,30--35,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Chaetodon plebius,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Lutjanus vitta,30--35,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Chaetodon rafflesi,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Cheilinus fasciatus,25--30,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Chaetodon speculum,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,3,Instant,HFY,Lutjanus fulviflamma,25--30,12
13/02/2023,,,Fantom Island,Snapper Point,Point,3,Instant,HFY,Chlorurus spilurus,35--40,2
13/02/2023,,,Fantom Island,Snapper Point,Point,3,Instant,HFY,Chaetodon aureofasciatus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,3,Instant,HFY,Chaetodon melannotus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Chaetodon aureofasciatus,10--15,5
13/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Labroides dimidiatus,10--15,2
13/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Thalassoma lunare,10--15,6
13/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Lutjanus vitta,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Hemigymnus melapterus,10--15,2
13/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Cheilinus chlorurus,10--15,3
13/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Scarus rivulatus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Halichoeres melanurus,10--15,3
13/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Chaetodon lineolatus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Siganus doliatus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Hemigymnus melapterus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Anampses geographicus,10--15,2
13/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Scolopsis bilineata,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Halichoeres marginatus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Choerodon fasciatus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Chaetodon speculum,10--15,2
13/02/2023,,,Fantom Island,Snapper Point,Point,4,Instant,HFY,Siganus doliatus,15--20,2
13/02/2023,,,Fantom Island,Snapper Point,Point,4,Instant,HFY,Chaetodon plebius,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,4,Instant,HFY,Thalassoma lunare,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Siganus doliatus,15--20,2
13/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Thalassoma lunare,10--15,2
13/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Chaetodon aureofasciatus,10--15,3
13/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Cephalopholis boenak,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Halichoeres melanurus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Cheilinus fasciatus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Scarus rivulatus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Scolopsis bilineata,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Thalassoma lunare,15--20,2
13/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Hemigymnus melapterus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Labroides dimidiatus,10--15,2
13/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Anampses geographicus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Lutjanus fulviflamma,30--35,2
13/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Chaetodon melannotus,15--20,5
13/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Chaetodon lineolatus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Lutjanus fulviflamma,20--25,5
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,SKC,Lutjanus vitta,15--20,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,SKC,Scolopsis lineata,15--20,20
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,SKC,Pomacanthus sexstriatus,20--25,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,SKC,Scarus rivulatus,15--20,4
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,SKC,Chaetodon aureofasciatus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,SKC,Chaetodon lunulatus,10--15 ,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,SKC,Chaetodon plebius,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Scolopsis lineata,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Scarus rivulatus,15--20,8
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Scarus rivulatus,10--15,7
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Chaetodon aureofasciatus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Chaetodon melannotus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Chlorurus bleekeri,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Siganus doliatus,15--20,7
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Hemigymnus melapterus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Scarus altipinnis,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Chlorurus spilurus,20--25,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Cheilinus fasciatus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Hemigymnus melapterus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Hemigymnus melapterus,20--25,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Chlorurus spilurus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Lutjanus vitta,15--20,50
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Scarus rivulatus,10--15,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Scarus rivulatus,20--25,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Siganus doliatus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Hemigymnus melapterus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Choerodon graphicus,20--25,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Chaetodon melannotus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Lutjanus vitta,15--20,35
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Scarus rivulatus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Scarus rivulatus,20--25,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Siganus doliatus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Scolopsis lineata,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Hemigymnus fasciatus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Thalassoma lunare,10--15,2
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Chaetodon lunulatus,15--20,3
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Cephalopholis cyanostigma,25--30,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Halichoeres trimaculatus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Chaetodon plebius,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Cephalopholis cyanostigma,20--25,1
13/02/2023,,,Fantom Island,Snapper Point,Point,3,Instant,SKC,Lutjanus vitta,15--20,12
13/02/2023,,,Fantom Island,Snapper Point,Point,3,Instant,SKC,Thalassoma lunare,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Lutjanus vitta,15--20,10
13/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Pomacanthus sexstriatus,15--20,1
13/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Chaetodon melannotus,10--15,3
13/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Hemigymnus melapterus,10--15,1
13/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Lutjanus russeli,15--20,2
13/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Scolopsis bilineata,15--20,1
